,id,budget,revenue,original_title,director,production_companies,release_date,release_year,budget_adj,revenue_adj
5169,4512,30000000,14711793,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,Plan B Entertainment,9/2/07,2007,31550057.4789463,15471930.4922787
5170,4512,30000000,14711793,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,Virtual Studios,9/2/07,2007,31550057.4789463,15471930.4922787
5171,4512,30000000,14711793,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,Scott Free Productions,9/2/07,2007,31550057.4789463,15471930.4922787
5172,4512,30000000,14711793,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,Alberta Film Entertainment,9/2/07,2007,31550057.4789463,15471930.4922787
5173,4512,30000000,14711793,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,Warner Bros.,9/2/07,2007,31550057.4789463,15471930.4922787
5174,1988,16000000,18928871,A Mighty Heart,Michael Winterbottom,Plan B Entertainment,1/1/07,2007,16826697.3221047,19906898.9353853
5175,1988,16000000,18928871,A Mighty Heart,Michael Winterbottom,Revolution Films,1/1/07,2007,16826697.3221047,19906898.9353853
5176,1988,16000000,18928871,A Mighty Heart,Michael Winterbottom,Paramount Vantage,1/1/07,2007,16826697.3221047,19906898.9353853
5177,2196,9000000,46,Death at a Funeral,Frank Oz,Sidney Kimmel Entertainment,2/9/07,2007,9465017.24368391,48.3767548010511
5178,2196,9000000,46,Death at a Funeral,Frank Oz,Parabolic Pictures,2/9/07,2007,9465017.24368391,48.3767548010511
5179,2196,9000000,46,Death at a Funeral,Frank Oz,Stable Way Entertainment,2/9/07,2007,9465017.24368391,48.3767548010511
5180,2196,9000000,46,Death at a Funeral,Frank Oz,Target Media Entertainment,2/9/07,2007,9465017.24368391,48.3767548010511
5181,2196,9000000,46,Death at a Funeral,Frank Oz,VIP 2 Medienfonds,2/9/07,2007,9465017.24368391,48.3767548010511
5182,1683,40000000,62771059,The Reaping,Stephen Hopkins,Village Roadshow Pictures,4/5/07,2007,42066743.3052618,66014350.6488111
5183,1683,40000000,62771059,The Reaping,Stephen Hopkins,Dark Castle Entertainment,4/5/07,2007,42066743.3052618,66014350.6488111
5184,1683,40000000,62771059,The Reaping,Stephen Hopkins,Warner Bros.,4/5/07,2007,42066743.3052618,66014350.6488111
5185,1683,40000000,62771059,The Reaping,Stephen Hopkins,Eyetronics,4/5/07,2007,42066743.3052618,66014350.6488111
5186,1683,40000000,62771059,The Reaping,Stephen Hopkins,Chime Films,4/5/07,2007,42066743.3052618,66014350.6488111
5187,9757,60000000,95673607,Norbit,Brian Robbins,DreamWorks SKG,2/8/07,2007,63100114.9578927,100616926.668937
5188,9757,60000000,95673607,Norbit,Brian Robbins,Davis Entertainment,2/8/07,2007,63100114.9578927,100616926.668937
5189,9757,60000000,95673607,Norbit,Brian Robbins,Tollin/Robbins Productions,2/8/07,2007,63100114.9578927,100616926.668937
5190,5125,27500000,24748670,Rendition,Gavin Hood,Anonymous Content,9/7/07,2007,28920886.0223675,26027398.7009158
5191,5125,27500000,24748670,Rendition,Gavin Hood,Level 1 Entertainment,9/7/07,2007,28920886.0223675,26027398.7009158
5192,5125,27500000,24748670,Rendition,Gavin Hood,MID Foundation,9/7/07,2007,28920886.0223675,26027398.7009158
5193,1950,0,5761917,Lucky You,Curtis Hanson,Village Roadshow Pictures,5/1/07,2007,0.0,6059627.08463061
5194,1950,0,5761917,Lucky You,Curtis Hanson,Lonely Film Productions GmbH & Co. KG.,5/1/07,2007,0.0,6059627.08463061
5195,1950,0,5761917,Lucky You,Curtis Hanson,Deuce Three Productions,5/1/07,2007,0.0,6059627.08463061
5196,1950,0,5761917,Lucky You,Curtis Hanson,DiNovi Pictures,5/1/07,2007,0.0,6059627.08463061
5197,1950,0,5761917,Lucky You,Curtis Hanson,Warner Bros.,5/1/07,2007,0.0,6059627.08463061
5198,6973,23000000,29541790,In the Valley of Elah,Paul Haggis,Summit Entertainment,8/31/07,2007,24188377.4005255,31068172.4176987
5199,6973,23000000,29541790,In the Valley of Elah,Paul Haggis,Blackfriars Bridge Films,8/31/07,2007,24188377.4005255,31068172.4176987
5200,6973,23000000,29541790,In the Valley of Elah,Paul Haggis,NALA Films,8/31/07,2007,24188377.4005255,31068172.4176987
5201,6973,23000000,29541790,In the Valley of Elah,Paul Haggis,Samuels Media,8/31/07,2007,24188377.4005255,31068172.4176987
5202,6973,23000000,29541790,In the Valley of Elah,Paul Haggis,Warner Independent Pictures (WIP),8/31/07,2007,24188377.4005255,31068172.4176987
5203,10030,25000000,59192128,Good Luck Chuck,Mark Helfrich,Lionsgate,9/21/07,2007,26291714.5657886,62250501.356705
5204,10030,25000000,59192128,Good Luck Chuck,Mark Helfrich,Karz Entertainment,9/21/07,2007,26291714.5657886,62250501.356705
5205,12994,0,0,The Nines,John August,Destination Films,1/21/07,2007,0.0,0.0
5206,12994,0,0,The Nines,John August,Jinks/Cohen Company,1/21/07,2007,0.0,0.0
5207,13067,10000000,17500000,In the Land of Women,Jon Kasdan,Castle Rock Entertainment,4/16/07,2007,10516685.8263154,18404200.196052
5208,13067,10000000,17500000,In the Land of Women,Jon Kasdan,Land Films Inc.,4/16/07,2007,10516685.8263154,18404200.196052
5209,13067,10000000,17500000,In the Land of Women,Jon Kasdan,Anonymous Content,4/16/07,2007,10516685.8263154,18404200.196052
5210,16873,4000000,6101046,Battle for Terra,Aristomenis Tsirbas,MeniThings LLC,9/6/07,2007,4206674.33052618,6416278.39938986
5211,1257,0,69485490,Because I Said So,Michael Lehmann,Universal Pictures,2/2/07,2007,0.0,73075706.7817584
5212,1257,0,69485490,Because I Said So,Michael Lehmann,Gold Circle Films,2/2/07,2007,0.0,73075706.7817584
5213,23202,12000000,0,Trick 'r Treat,Michael Dougherty,Legendary Pictures,10/5/07,2007,12620022.9915785,0.0
5214,23202,12000000,0,Trick 'r Treat,Michael Dougherty,Warner Bros.,10/5/07,2007,12620022.9915785,0.0
5215,23202,12000000,0,Trick 'r Treat,Michael Dougherty,Bad Hat Harry Productions,10/5/07,2007,12620022.9915785,0.0
5216,23202,12000000,0,Trick 'r Treat,Michael Dougherty,Little Sam Films,10/5/07,2007,12620022.9915785,0.0
5217,1646,21000000,41170784,Freedom Writers,Richard LaGravenese,Double Feature Films,1/5/07,2007,22085040.2352624,43298020.0551095
5218,1646,21000000,41170784,Freedom Writers,Richard LaGravenese,Jersey Films,1/5/07,2007,22085040.2352624,43298020.0551095
5219,1646,21000000,41170784,Freedom Writers,Richard LaGravenese,Kernos Filmproduktionsgesellschaft & Company,1/5/07,2007,22085040.2352624,43298020.0551095
5220,4688,0,0,Across the Universe,Julie Taymor,Revolution Studios,9/14/07,2007,0.0,0.0
5221,4688,0,0,Across the Universe,Julie Taymor,Team Todd,9/14/07,2007,0.0,0.0
5222,5353,0,0,The Hunting Party,Richard Shepard,Intermedia Films,9/3/07,2007,0.0,0.0
5223,15206,3500000,54947,La terza madre,Dario Argento,Opera Film Produzione,9/6/07,2007,3680840.03921041,57786.0336098555
5224,15206,3500000,54947,La terza madre,Dario Argento,Medusa Film,9/6/07,2007,3680840.03921041,57786.0336098555
5225,7979,20000000,73276047,The Kite Runner,Marc Forster,DreamWorks SKG,10/14/07,2007,21033371.6526309,77062116.4893325
5226,7979,20000000,73276047,The Kite Runner,Marc Forster,MacDonald/Parkes Productions,10/14/07,2007,21033371.6526309,77062116.4893325
5227,7979,20000000,73276047,The Kite Runner,Marc Forster,Sidney Kimmel Entertainment,10/14/07,2007,21033371.6526309,77062116.4893325
5228,7979,20000000,73276047,The Kite Runner,Marc Forster,Neal Street Productions,10/14/07,2007,21033371.6526309,77062116.4893325
5229,7979,20000000,73276047,The Kite Runner,Marc Forster,China Film Co-Production Corporation,10/14/07,2007,21033371.6526309,77062116.4893325
5230,7211,25000000,68377859,Dan in Real Life,Peter Hedges,Touchstone Pictures,10/26/07,2007,26291714.5657886,71910846.0579097
5231,7211,25000000,68377859,Dan in Real Life,Peter Hedges,Focus Features,10/26/07,2007,26291714.5657886,71910846.0579097
5232,7211,25000000,68377859,Dan in Real Life,Peter Hedges,Jon Shestack Productions,10/26/07,2007,26291714.5657886,71910846.0579097
5233,4787,0,0,Cassandra's Dream,Woody Allen,Virtual Studios,6/18/07,2007,0.0,0.0
5234,4787,0,0,Cassandra's Dream,Woody Allen,Wild Bunch,6/18/07,2007,0.0,0.0
5235,4787,0,0,Cassandra's Dream,Woody Allen,Iberville Productions,6/18/07,2007,0.0,0.0
5236,5951,0,0,The Jane Austen Book Club,Robin Swicord,Mockingbird Pictures,9/9/07,2007,0.0,0.0
5237,5951,0,0,The Jane Austen Book Club,Robin Swicord,John Calley Productions,9/9/07,2007,0.0,0.0
5238,2959,35000000,69307224,License to Wed,Ken Kwapis,Village Roadshow Pictures,7/4/07,2007,36808400.3921041,72888230.030207
5239,2959,35000000,69307224,License to Wed,Ken Kwapis,Warner Bros. Pictures,7/4/07,2007,36808400.3921041,72888230.030207
5240,2959,35000000,69307224,License to Wed,Ken Kwapis,Robert Simonds Productions,7/4/07,2007,36808400.3921041,72888230.030207
5241,2959,35000000,69307224,License to Wed,Ken Kwapis,Phoenix Pictures,7/4/07,2007,36808400.3921041,72888230.030207
5242,2959,35000000,69307224,License to Wed,Ken Kwapis,Underground,7/4/07,2007,36808400.3921041,72888230.030207
5243,4566,25000000,92991835,Michael Clayton,Tony Gilroy,Castle Rock Entertainment,9/28/07,2007,26291714.5657886,97796591.3107566
5244,4566,25000000,92991835,Michael Clayton,Tony Gilroy,Mirage Enterprises,9/28/07,2007,26291714.5657886,97796591.3107566
5245,4566,25000000,92991835,Michael Clayton,Tony Gilroy,Section Eight Productions,9/28/07,2007,26291714.5657886,97796591.3107566
5246,6615,12000000,11293663,Lars and the Real Girl,Craig Gillespie,Sidney Kimmel Entertainment,10/12/07,2007,12620022.9915785,11877190.5599283
5247,6615,12000000,11293663,Lars and the Real Girl,Craig Gillespie,Metro-Goldwyn-Mayer (MGM),10/12/07,2007,12620022.9915785,11877190.5599283
5248,6615,12000000,11293663,Lars and the Real Girl,Craig Gillespie,Lars Productions,10/12/07,2007,12620022.9915785,11877190.5599283
5249,14138,700,0,Black Water,David Nerlich|Andrew Traucki,Australian Film Commission,6/1/07,2007,736.168007842082,0.0
5250,14138,700,0,Black Water,David Nerlich|Andrew Traucki,ProdigyMovies,6/1/07,2007,736.168007842082,0.0
5251,14138,700,0,Black Water,David Nerlich|Andrew Traucki,Territorial Film Developments (TFD),6/1/07,2007,736.168007842082,0.0
5252,8270,16000000,5367030,The Lookout,Scott Frank,Miramax Films,3/9/07,2007,16826697.3221047,5644336.83304098
5253,14913,4500000,0,Boogeyman 2,Jeff Betancourt,Ghost House Pictures,10/20/07,2007,4732508.62184195,0.0
5254,14913,4500000,0,Boogeyman 2,Jeff Betancourt,Destination Films,10/20/07,2007,4732508.62184195,0.0
5255,4771,19000000,34619699,Gone Baby Gone,Ben Affleck,Miramax Films,10/19/07,2007,19981703.0699993,36408449.7784607
5256,4771,19000000,34619699,Gone Baby Gone,Ben Affleck,The Ladd Company,10/19/07,2007,19981703.0699993,36408449.7784607
5257,6575,35000000,18317151,Walk Hard: The Dewey Cox Story,Jake Kasdan,Columbia Pictures Corporation,12/21/07,2007,36808400.3921041,19263572.230018
5258,6575,35000000,18317151,Walk Hard: The Dewey Cox Story,Jake Kasdan,Apatow Productions,12/21/07,2007,36808400.3921041,19263572.230018
5259,13243,5000000,346592,Meet Bill,Bernie Goldmann|Melisa Wallack,Greenestreet Films,9/7/07,2007,5258342.91315773,364499.917391432
5260,13243,5000000,346592,Meet Bill,Bernie Goldmann|Melisa Wallack,Eclipse Catering,9/7/07,2007,5258342.91315773,364499.917391432
5261,3877,16000000,2849142,Things We Lost in the Fire,Susanne Bier,DreamWorks SKG,9/26/07,2007,16826697.3221047,2996353.128856
5262,3877,16000000,2849142,Things We Lost in the Fire,Susanne Bier,Neal Street Productions,9/26/07,2007,16826697.3221047,2996353.128856
5263,3877,16000000,2849142,Things We Lost in the Fire,Susanne Bier,DreamWorks Pictures,9/26/07,2007,16826697.3221047,2996353.128856
5264,3877,16000000,2849142,Things We Lost in the Fire,Susanne Bier,Province of British Columbia Production Services Tax Credit,9/26/07,2007,16826697.3221047,2996353.128856
5265,4520,0,0,Sleuth,Kenneth Branagh,Sony Pictures Classics,10/12/07,2007,0.0,0.0
5266,4520,0,0,Sleuth,Kenneth Branagh,Castle Rock Entertainment,10/12/07,2007,0.0,0.0
5267,4520,0,0,Sleuth,Kenneth Branagh,Timnick Films,10/12/07,2007,0.0,0.0
5268,4520,0,0,Sleuth,Kenneth Branagh,Mandate Pictures,10/12/07,2007,0.0,0.0
5269,4520,0,0,Sleuth,Kenneth Branagh,Riff Raff Film Productions,10/12/07,2007,0.0,0.0
5270,2267,0,27297451,The Last Mimzy,Robert Shaye,New Line Cinema,2/9/07,2007,0.0,28707871.602624
5271,2267,0,27297451,The Last Mimzy,Robert Shaye,Michael Phillips Productions,2/9/07,2007,0.0,28707871.602624
5272,2355,20000000,22222308,Reign Over Me,Mike Binder,Columbia Pictures,3/23/07,2007,21033371.6526309,23370503.1571616
5273,2355,20000000,22222308,Reign Over Me,Mike Binder,Happy Madison Productions,3/23/07,2007,21033371.6526309,23370503.1571616
5274,2355,20000000,22222308,Reign Over Me,Mike Binder,Sunlight Productions,3/23/07,2007,21033371.6526309,23370503.1571616
5275,2355,20000000,22222308,Reign Over Me,Mike Binder,Relativity Media,3/23/07,2007,21033371.6526309,23370503.1571616
5276,2355,20000000,22222308,Reign Over Me,Mike Binder,Madison 23,3/23/07,2007,21033371.6526309,23370503.1571616
5277,6639,45000000,4607608,Love in the Time of Cholera,Mike Newell,New Line Cinema,10/4/07,2007,47325086.2184195,4845676.57468177
5278,6639,45000000,4607608,Love in the Time of Cholera,Mike Newell,Grosvenor Park Media Ltd.,10/4/07,2007,47325086.2184195,4845676.57468177
5279,3902,20000000,4001121,I'm Not There.,Todd Haynes,Endgame Entertainment,10/1/07,2007,21033371.6526309,4207853.25100731
5280,3902,20000000,4001121,I'm Not There.,Todd Haynes,Rising Star,10/1/07,2007,21033371.6526309,4207853.25100731
5281,3902,20000000,4001121,I'm Not There.,Todd Haynes,Killer Films,10/1/07,2007,21033371.6526309,4207853.25100731
5282,3902,20000000,4001121,I'm Not There.,Todd Haynes,John Wells Productions,10/1/07,2007,21033371.6526309,4207853.25100731
5283,3902,20000000,4001121,I'm Not There.,Todd Haynes,Dreamachine,10/1/07,2007,21033371.6526309,4207853.25100731
5284,5718,0,1027699,King of California,Mike Cahill,Nu Image Films,1/24/07,2007,0.0,1080798.75070185
5285,5718,0,1027699,King of California,Mike Cahill,Michael London Productions,1/24/07,2007,0.0,1080798.75070185
5286,5718,0,1027699,King of California,Mike Cahill,Millennium Films,1/24/07,2007,0.0,1080798.75070185
5287,5718,0,1027699,King of California,Mike Cahill,Emmett/Furla Films,1/24/07,2007,0.0,1080798.75070185
5288,5718,0,1027699,King of California,Mike Cahill,King of California Productions,1/24/07,2007,0.0,1080798.75070185
5289,10946,15000000,109000000,Earth,Alastair Fothergill|Mark Linfield,BBC,4/22/07,2007,15775028.7394731,114631875.506838
5290,8414,0,0,Interview,Steve Buscemi,Column Productions,1/20/07,2007,0.0,0.0
5291,8414,0,0,Interview,Steve Buscemi,Ironworks Productions,1/20/07,2007,0.0,0.0
5292,8414,0,0,Interview,Steve Buscemi,Kiss the Cactus,1/20/07,2007,0.0,0.0
5293,13647,0,5300000,The Invincible Iron Man,Patrick Archibald|Jay Oliva,Marvel Studios,1/23/07,2007,0.0,5573843.48794719
5294,5595,0,0,La HabitaciÃ³n de Fermat,Luis Piedrahita|Rodrigo SopeÃ±a,Bocaboca Producciones S.A.,10/7/07,2007,0.0,0.0
5295,5595,0,0,La HabitaciÃ³n de Fermat,Luis Piedrahita|Rodrigo SopeÃ±a,Notro Films,10/7/07,2007,0.0,0.0
5296,8141,4000000,2426851,You Kill Me,John Dahl,Echo Lake Productions,2/9/07,2007,4206674.33052618,2552242.95142795
5297,8141,4000000,2426851,You Kill Me,John Dahl,Bi-polar Pictures,2/9/07,2007,4206674.33052618,2552242.95142795
5298,8141,4000000,2426851,You Kill Me,John Dahl,Code Entertainment,2/9/07,2007,4206674.33052618,2552242.95142795
5299,8141,4000000,2426851,You Kill Me,John Dahl,Independent Film Group,2/9/07,2007,4206674.33052618,2552242.95142795
5300,8141,4000000,2426851,You Kill Me,John Dahl,Carol Baum Productions,2/9/07,2007,4206674.33052618,2552242.95142795
5301,13054,4000000,0,Rise of the Footsoldier,Julian Gilbey,Carnaby International,9/7/07,2007,4206674.33052618,0.0
5302,13054,4000000,0,Rise of the Footsoldier,Julian Gilbey,Hanover Films,9/7/07,2007,4206674.33052618,0.0
5303,18755,0,0,Pigs,Karl DiPelino,Bad Monkey Productions,11/5/07,2007,0.0,0.0
5304,18755,0,0,Pigs,Karl DiPelino,Hill's Production Services,11/5/07,2007,0.0,0.0
5305,14001,20000000,22217407,Dead Silence,James Wan,Universal Pictures,3/16/07,2007,21033371.6526309,23365348.9294381
5306,14001,20000000,22217407,Dead Silence,James Wan,Twisted Pictures,3/16/07,2007,21033371.6526309,23365348.9294381
5307,14001,20000000,22217407,Dead Silence,James Wan,Evolution Entertainment,3/16/07,2007,21033371.6526309,23365348.9294381
5308,2728,0,0,Postal,Uwe Boll,Running With Scissors,8/11/07,2007,0.0,0.0
5309,2728,0,0,Postal,Uwe Boll,Vivendi Entertainment,8/11/07,2007,0.0,0.0
5310,13640,3500000,0,Superman: Doomsday,Lauren Montgomery|Bruce Timm,DC Comics,9/18/07,2007,3680840.03921041,0.0
5311,13640,3500000,0,Superman: Doomsday,Lauren Montgomery|Bruce Timm,Warner Home Video,9/18/07,2007,3680840.03921041,0.0
5312,4170,12000000,0,Trade,Marco Kreuzpaintner,Centropolis Film Productions,1/23/07,2007,12620022.9915785,0.0
5313,13258,4000000,6870249,Son of Rambow,Garth Jennings,Celluloid Dreams,1/22/07,2007,4206674.33052618,7225225.02815579
5314,13258,4000000,6870249,Son of Rambow,Garth Jennings,Hammer & Tongs,1/22/07,2007,4206674.33052618,7225225.02815579
5315,4629,4000000,46474,December Boys,Rod Hardy,Village Roadshow Pictures,9/20/07,2007,4206674.33052618,48875.2457092184
5316,4629,4000000,46474,December Boys,Rod Hardy,Australian Film Finance Corporation,9/20/07,2007,4206674.33052618,48875.2457092184
5317,1248,50000000,82169884,Hannibal Rising,Peter Webber,Ingenious Film Partners,2/6/07,2007,52583429.1315773,86415485.4412785
5318,1248,50000000,82169884,Hannibal Rising,Peter Webber,ETIC Films,2/6/07,2007,52583429.1315773,86415485.4412785
5319,1248,50000000,82169884,Hannibal Rising,Peter Webber,Quinta Communications,2/6/07,2007,52583429.1315773,86415485.4412785
5320,1248,50000000,82169884,Hannibal Rising,Peter Webber,Dino De Laurentiis Company,2/6/07,2007,52583429.1315773,86415485.4412785
5321,1248,50000000,82169884,Hannibal Rising,Peter Webber,Zephyr Films,2/6/07,2007,52583429.1315773,86415485.4412785
5322,13362,1000000,274661,Taxi to the Dark Side,Alex Gibney,Jigsaw Productions,4/30/07,2007,1051668.58263154,288852.344574163
5323,9750,0,41098065,Balls of Fury,Ben Garant,Rogue Pictures,8/29/07,2007,0.0,43221543.7674491
5324,9750,0,41098065,Balls of Fury,Ben Garant,Spyglass Entertainment,8/29/07,2007,0.0,43221543.7674491
5325,9750,0,41098065,Balls of Fury,Ben Garant,Intrepid Pictures,8/29/07,2007,0.0,43221543.7674491
5326,11161,0,0,Grace is Gone,Jim Strouse,Benedek Films,1/21/07,2007,0.0,0.0
5327,13194,0,0,Highlander: The Search for Vengeance,Yoshiaki Kawajiri,Imagi Animation Studios,6/5/07,2007,0.0,0.0
5328,13194,0,0,Highlander: The Search for Vengeance,Yoshiaki Kawajiri,Madhouse,6/5/07,2007,0.0,0.0
5329,11801,15000000,0,Angel,FranÃ§ois Ozon,FidÃ©litÃ© Productions,2/17/07,2007,15775028.7394731,0.0
5330,11801,15000000,0,Angel,FranÃ§ois Ozon,FOZ,2/17/07,2007,15775028.7394731,0.0
5331,11801,15000000,0,Angel,FranÃ§ois Ozon,SCOPE Invest,2/17/07,2007,15775028.7394731,0.0
5332,11801,15000000,0,Angel,FranÃ§ois Ozon,Virtual Films,2/17/07,2007,15775028.7394731,0.0
5333,11801,15000000,0,Angel,FranÃ§ois Ozon,Poisson Rouge Pictures,2/17/07,2007,15775028.7394731,0.0
5334,1990,0,486021,Paranoid Park,Gus Van Sant,Centre National de la CinÃ©matographie,5/21/07,2007,0.0,511133.016199166
5335,1990,0,486021,Paranoid Park,Gus Van Sant,Meno Films,5/21/07,2007,0.0,511133.016199166
5336,1990,0,486021,Paranoid Park,Gus Van Sant,MK2 Productions,5/21/07,2007,0.0,511133.016199166
5337,13317,0,0,La Antena,Esteban Sapir,LadobleA,4/17/07,2007,0.0,0.0
5338,18632,120000,0,A Dog's Breakfast,David Hewlett,Kibble Productions,3/3/07,2007,126200.229915785,0.0
5339,20224,0,0,The Beautiful Ordinary,Jess Manafort,Persistent Entertainment,6/10/07,2007,0.0,0.0
5340,20224,0,0,The Beautiful Ordinary,Jess Manafort,Mirror Cube Films,6/10/07,2007,0.0,0.0
5341,1961,1500000,173066,My Name Is Bruce,Bruce Campbell,Dark Horse Entertainment,10/1/07,2007,1577502.87394731,182008.074921711
5342,1961,1500000,173066,My Name Is Bruce,Bruce Campbell,Image Entertainment,10/1/07,2007,1577502.87394731,182008.074921711
5343,2979,0,0,Return of the Ghostbusters,Hank Braxtan,BraxtanFILM,1/1/07,2007,0.0,0.0
5344,20497,0,0,Ballet Shoes,Sandra Goldbacher,British Broadcasting Corporation (BBC),12/26/07,2007,0.0,0.0
5345,20497,0,0,Ballet Shoes,Sandra Goldbacher,Granada Television,12/26/07,2007,0.0,0.0
5346,62527,0,0,Johnny Kapahala - Back on Board,Eric Bross,Disney Channel,6/8/07,2007,0.0,0.0
5347,12247,0,0,Shotgun Stories,Jeff Nichols,Upload Films,10/1/07,2007,0.0,0.0
5348,12247,0,0,Shotgun Stories,Jeff Nichols,Muskat Filmed Properties,10/1/07,2007,0.0,0.0
5349,12247,0,0,Shotgun Stories,Jeff Nichols,A Lucky Old Sun Production,10/1/07,2007,0.0,0.0
5350,348,11000000,104931801,Alien,Ridley Scott,Twentieth Century-Fox Productions,5/25/79,1979,33050094.0275175,315273262.68425
5351,348,11000000,104931801,Alien,Ridley Scott,Brandywine Productions,5/25/79,1979,33050094.0275175,315273262.68425
5352,28,31500000,83471511,Apocalypse Now,Francis Ford Coppola,Zoetrope Studios,8/15/79,1979,94643451.0788001,250794662.469905
5353,698,34000000,210300000,Moonraker,Lewis Gilbert,Eon Productions,6/26/79,1979,102154836.085054,631857706.726084
5354,9638,300000,11988469,Phantasm,Don Coscarelli,New Breed Productions,3/28/79,1979,901366.200750477,36020002.5178162
5355,988,0,51718367,The China Syndrome,James Bridges,Columbia Pictures,3/16/79,1979,0.0,155390626.572696
5356,988,0,51718367,The China Syndrome,James Bridges,IPC Films,3/16/79,1979,0.0,155390626.572696
5357,218,6400000,78371200,The Terminator,James Cameron,Orion Pictures,10/26/84,1984,13433869.0508425,164504443.462092
5358,218,6400000,78371200,The Terminator,James Cameron,Pacific Western,10/26/84,1984,13433869.0508425,164504443.462092
5359,218,6400000,78371200,The Terminator,James Cameron,Hemdale Film,10/26/84,1984,13433869.0508425,164504443.462092
5360,218,6400000,78371200,The Terminator,James Cameron,Cinema 84,10/26/84,1984,13433869.0508425,164504443.462092
5361,218,6400000,78371200,The Terminator,James Cameron,Euro Film Funding,10/26/84,1984,13433869.0508425,164504443.462092
5362,87,28000000,333000000,Indiana Jones and the Temple of Doom,Steven Spielberg,Lucasfilm,5/23/84,1984,58773177.0974362,698980999.051652
5363,87,28000000,333000000,Indiana Jones and the Temple of Doom,Steven Spielberg,Paramount Pictures,5/23/84,1984,58773177.0974362,698980999.051652
5364,620,30000000,295212467,Ghostbusters,Ivan Reitman,Columbia Pictures Corporation,6/7/84,1984,62971261.1758245,619663378.727216
5365,620,30000000,295212467,Ghostbusters,Ivan Reitman,Delphi Films,6/7/84,1984,62971261.1758245,619663378.727216
5366,620,30000000,295212467,Ghostbusters,Ivan Reitman,Black Rhino Productions,6/7/84,1984,62971261.1758245,619663378.727216
5367,9663,22000000,28744356,Starman,John Carpenter,Columbia Pictures,12/14/84,1984,46178924.8622713,60335611.6335626
5368,9663,22000000,28744356,Starman,John Carpenter,Delphi II Productions,12/14/84,1984,46178924.8622713,60335611.6335626
5369,9663,22000000,28744356,Starman,John Carpenter,Industrial Light & Magic (ILM),12/14/84,1984,46178924.8622713,60335611.6335626
5370,11379,0,0,The Adventures of Buckaroo Banzai Across the 8th Dimension,W.D. Richter,Sherwood Productions,8/15/84,1984,0.0,0.0
5371,1892,32350000,572700000,Return of the Jedi,Richard Marquand,Lucasfilm,5/23/83,1983,70824243.1274759,1253818981.11608
5372,1892,32350000,572700000,Return of the Jedi,Richard Marquand,Twentieth Century Fox Film Corporation,5/23/83,1983,70824243.1274759,1253818981.11608
5373,36670,36000000,160000000,Never Say Never Again,Irvin Kershner,PSO International,10/7/83,1983,78815231.9192932,350289919.641303
5374,36670,36000000,160000000,Never Say Never Again,Irvin Kershner,TaliaFilm II Productions,10/7/83,1983,78815231.9192932,350289919.641303
5375,36670,36000000,160000000,Never Say Never Again,Irvin Kershner,Woodcote,10/7/83,1983,78815231.9192932,350289919.641303
5376,700,27500000,183700000,Octopussy,John Glen,Eon Productions,6/5/83,1983,60206079.9383489,402176613.988171
5377,860,12000000,79567667,WarGames,John Badham,United Artists,6/3/83,1983,26271743.9730977,174198447.996724
5378,860,12000000,79567667,WarGames,John Badham,Sherwood Productions,6/3/83,1983,26271743.9730977,174198447.996724
5379,8769,0,21200000,Christine,John Carpenter,Columbia Pictures,12/9/83,1983,0.0,46413414.3524726
5380,232,10000000,2494480,Rumble Fish,Francis Ford Coppola,Universal Pictures,10/21/83,1983,21893119.9775814,5461194.99216773
5381,807,33000000,327311859,Se7en,David Fincher,New Line Cinema,9/22/95,1995,47221906.6145298,468372425.440186
5382,807,33000000,327311859,Se7en,David Fincher,Juno Pix,9/22/95,1995,47221906.6145298,468372425.440186
5383,807,33000000,327311859,Se7en,David Fincher,Cecchi Gori Pictures,9/22/95,1995,47221906.6145298,468372425.440186
5384,862,30000000,361958736,Toy Story,John Lasseter,Walt Disney Pictures,10/30/95,1995,42929006.0132089,517950958.475917
5385,862,30000000,361958736,Toy Story,John Lasseter,Pixar Animation Studios,10/30/95,1995,42929006.0132089,517950958.475917
5386,629,6000000,23341568,The Usual Suspects,Bryan Singer,Blue Parrot Productions,7/19/95,1995,8585801.20264179,33401010.4343242
5387,629,6000000,23341568,The Usual Suspects,Bryan Singer,Bad Hat Harry Productions,7/19/95,1995,8585801.20264179,33401010.4343242
5388,710,58000000,352194034,GoldenEye,Martin Campbell,United Artists,11/16/95,1995,82996078.292204,503977993.446744
5389,710,58000000,352194034,GoldenEye,Martin Campbell,Eon Productions,11/16/95,1995,82996078.292204,503977993.446744
5390,451,3600000,49800000,Leaving Las Vegas,Mike Figgis,United Artists,10/27/95,1995,5151480.72158507,71262149.9819269
5391,451,3600000,49800000,Leaving Las Vegas,Mike Figgis,Intial Productions,10/27/95,1995,5151480.72158507,71262149.9819269
5392,532,0,0,A Close Shave,Nick Park,Aardman Animations,12/24/95,1995,0.0,0.0
5393,9070,15000000,66000000,Mighty Morphin Power Rangers: The Movie,Bryan Spicer,20th Century Fox,6/30/95,1995,21464503.0066044,94443813.2290597
